id_municipio,grupo,alvo_alfabetizado
3115805,5,0.9166666666666666
3116704,5,0.8311688311688312
3117009,2,0.6808510638297872
3117207,5,0.7666666666666667
3118205,5,0.6533333333333333
3118304,4,0.835236541598695
3118601,4,0.7061508367746142
3118809,2,0.7925531914893617
3120151,2,0.49206349206349204
3120508,5,0.8203125
3121209,4,0.6818181818181818
3121258,4,0.4727272727272727
3121704,5,0.7714285714285715
3121803,5,0.7213114754098361
3121902,4,0.75
3122009,2,0.6827956989247311
3122355,2,0.6363636363636364
3123106,5,0.7254901960784313
3123528,2,0.7183098591549296
3123700,5,0.6352941176470588
3123809,2,0.7634408602150538
3124005,5,0.8543046357615894
3124203,3,0.5961538461538461
3124401,5,0.6666666666666666
3125408,2,0.7945205479452054
3125903,2,0.8823529411764706
3126000,5,0.8589743589743589
3126752,2,0.717391304347826
3127057,2,0.6818181818181818
3127073,2,0.675
3127206,5,0.6851851851851852
3127305,4,0.6323529411764706
3127339,2,0.6530612244897959
3127370,5,0.9142857142857143
3127388,5,0.8064516129032258
3127404,5,0.7708333333333334
3128253,2,0.8076923076923077
3129509,5,0.7794117647058824
3129707,5,0.7696969696969697
3130309,5,0.9393939393939394
3130507,4,0.6573426573426573
3131109,5,0.7763157894736842
3131158,4,0.7947368421052632
3131208,4,0.770949720670391
3131307,4,0.7622993267736924
3131604,5,0.7792207792207793
3131703,5,0.6976744186046512
3131802,5,0.8333333333333334
3132107,2,0.696969696969697
3132602,5,0.7368421052631579
3134004,2,0.5833333333333334
3134202,4,0.6387024608501118
3134301,5,0.8269230769230769
3134707,2,0.5596330275229358
3134905,5,0.7950819672131147
3135050,2,0.6007462686567164
3135308,5,0.8113207547169812
3135407,5,0.8857142857142857
3135456,2,0.5909090909090909
3135803,2,0.6162790697674418
3136504,2,0.5581395348837209
3137304,2,0.7
3137502,5,0.8241206030150754
3137601,4,0.7322097378277154
3138401,5,0.6575
3138625,4,0.5966386554621849
3139409,5,0.7639751552795031
3139508,5,0.6956521739130435
3140100,2,0.5471698113207547
3140308,5,0.7096774193548387
3140530,2,0.8387096774193549
3140852,1,0.3125
3140902,2,0.8097165991902834
3141405,2,0.6443298969072165
3141900,5,0.7714285714285715
3142007,2,0.5416666666666666
3142205,5,0.7872340425531915
3142304,5,0.9056603773584906
3142403,4,0.8222222222222222
3142502,5,0.9333333333333333
3142601,5,0.7865168539325843
3143500,5,0.6447368421052632
3143807,5,0.8241758241758241
3144003,5,0.8
3144375,4,0.6458333333333334
3145851,4,0.825
3145877,2,0.7540983606557377
3146107,5,0.7462932454695222
3146503,5,0.8714285714285714
3146552,2,0.7678571428571429
3146750,2,0.7
3147006,5,0.6919032597266036
3147204,5,0.6902173913043478
3148202,5,0.8148148148148148
3149606,5,0.8070175438596491
3150158,2,0.7375886524822695
3151008,5,0.8514851485148515
3151305,5,0.859504132231405
3151800,5,0.7851387645478961
3152006,4,0.6643835616438356
3152204,2,0.7215568862275449
3152501,4,0.6892797319932998
3152907,5,0.7764705882352941
3154101,5,0.6052631578947368
3154150,5,0.8586956521739131
3154903,5,0.6293103448275862
3155108,2,0.7636363636363637
3155306,5,0.9795918367346939
3156700,4,0.7256317689530686
3157203,5,0.6655948553054662
3157302,5,0.9111111111111111
3158003,4,0.7766990291262136
3158201,2,0.8389830508474576
3158508,5,0.6486486486486487
3158805,5,0.8666666666666667
3158953,4,0.7012195121951219
3160108,5,0.9423076923076923
3160306,2,0.6534653465346535
3160702,4,0.7254901960784313
3160959,5,0.9361702127659575
3161205,5,0.90625
3161502,5,0.8773584905660378
3161908,5,0.9146341463414634
3162203,5,0.8409090909090909
3162252,2,0.7843137254901961
3162401,2,0.632768361581921
3162500,5,0.7740112994350282
3162609,5,0.6842105263157895
3162948,5,0.7252747252747253
3162955,4,0.7530487804878049
3164209,2,0.7790697674418605
3164472,2,0.821917808219178
3164506,2,0.813953488372093
3164605,5,0.7692307692307693
3165206,5,0.9014084507042254
3165537,4,0.8252631578947368
3166303,2,0.8461538461538461
3167905,5,0.75
3168002,4,0.8578947368421053
3168309,5,0.9433962264150944
3169000,5,0.7105263157894737
3169109,4,0.8899082568807339
3169703,5,0.8225806451612904
3169802,5,0.6714285714285714
3169901,5,0.7861557478368356
3170107,4,0.6154653603918825
3170479,5,0.8
3170503,5,0.8125
3170529,2,0.6736842105263158
3170651,2,0.8979591836734694
3170701,4,0.7215189873417721
3171006,5,0.6551724137931034
3171709,5,0.7380952380952381
3200169,2,0.8157894736842105
3200359,5,0.8369565217391305
3200508,5,0.6285714285714286
3201100,4,0.6666666666666666
3201605,5,0.6792929292929293
3201704,5,0.8421052631578947
3202306,4,0.7674418604651163
3202454,4,0.8216374269005848
3202652,4,0.8169014084507042
3203056,4,0.8078703703703703
3203403,5,0.6548223350253807
3204054,5,0.8178913738019169
3204500,4,0.7373737373737373
3204609,4,0.825531914893617
3204658,5,0.8541666666666666
3204807,5,0.6237623762376238
3204955,5,0.8932038834951457
3205010,4,0.7122969837587007
3205101,4,0.6907407407407408
3205200,4,0.6838009903324688
3300209,5,0.5598194130925508
3300951,4,0.67
3301009,4,0.39580171977744055
3301108,5,0.5308641975308642
3301157,5,0.3619631901840491
3301306,4,0.588
3301504,4,0.648936170212766
3302270,2,0.36589861751152075
3302304,5,0.484375
3302502,4,0.46783428763893564
3302700,4,0.5976361767728674
3303203,4,0.4735605170387779
3303302,4,0.5124947056332063
3303401,5,0.6897001303780965
3303856,4,0.7534246575342466
3304102,5,0.5284552845528455
3304201,4,0.7273652085452695
3304300,5,0.571969696969697
3304409,5,0.6530612244897959
3304524,4,0.6889589905362776
3304557,4,0.6428785330906913
3305406,5,0.6717171717171717
3305505,4,0.6256323777403036
3306107,5,0.5571030640668524
3500709,4,0.6515151515151515
3501152,5,0.5396825396825397
3501301,4,0.7246963562753036
3501707,4,0.7075208913649025
3501905,4,0.6257796257796258
3502408,5,0.575
3502804,4,0.7417173766058147
3503307,4,0.6529242569511026
3504107,4,0.6535061873895109
3505005,4,0.65
3505104,4,0.6486486486486487
3505203,4,0.7297297297297297
3505906,4,0.5894736842105263
3506003,4,0.5997846374730796
3506102,4,0.5537918871252204
3506300,5,0.4782608695652174
3506409,4,0.75
3507100,4,0.5376712328767124
3507159,4,0.5555555555555556
3507308,4,0.6666666666666666
3507407,5,0.8559322033898306
3507704,4,0.7407407407407407
3508108,4,0.6770186335403726
